  0.000000,  0.000000,  1.000000,  0.000000,  1.000000,  0.000000, -1.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.500000,  0.000000
  0.000000,  0.000000,  1.000000,  0.000000,  1.000000,  0.000000, -1.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.500000,  0.000000
  0.000000,  0.000000,  1.000000,  0.000000,  1.000000,  0.000000, -1.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.500000,  0.000000
  0.000000,  0.000000,  1.000000,  0.000000,  1.000000,  0.000000, -1.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.500000,  0.000000
  0.000000,  0.000000,  1.000000,  0.000000,  1.000000,  0.000000, -1.000000,  0.000000,  0.000000,  0.000001,  0.000000,  0.500000,  0.000000
  0.000000,  0.000000,  1.000000,  0.000000,  1.000000,  0.000000, -1.000000,  0.000000,  0.000000,  0.000001,  0.000000,  0.500000,  0.000000
 -0.000002,  0.000000,  1.000000,  0.000000,  1.000000,  0.000000, -1.000000,  0.000000, -0.000002,  0.000002,  0.000000,  0.500000,  0.000000
 -0.000002,  0.000000,  1.000000,  0.000000,  1.000000,  0.000000, -1.000000,  0.000000, -0.000002,  0.000004,  0.000000,  0.500000,  0.000000
 -0.000004,  0.000000,  1.000000,  0.000000,  1.000000,  0.000000, -1.000000,  0.000000, -0.000004,  0.000005,  0.000000,  0.500000,  0.000000
 -0.000005,  0.000000,  1.000000,  0.000000,  1.000000,  0.000000, -1.000000,  0.000000, -0.000005,  0.000007,  0.000000,  0.500000,  0.000000
 -0.000007,  0.000000,  1.000000,  0.000000,  1.000000,  0.000000, -1.000000,  0.000000, -0.000007,  0.000010,  0.000000,  0.500000,  0.000000
 -0.000010,  0.000000,  1.000000,  0.000000,  1.000000,  0.000000, -1.000000,  0.000000, -0.000010,  0.000014,  0.000000,  0.500000,  0.000000
 -0.000012,  0.000000,  1.000000,  0.000000,  1.000000,  0.000000, -1.000000,  0.000000, -0.000012,  0.000018,  0.000000,  0.500000,  0.000000
 -0.000016,  0.000000,  1.000000,  0.000000,  1.000000,  0.000000, -1.000000,  0.000000, -0.000016,  0.000022,  0.000000,  0.500000,  0.000000
 -0.000020,  0.000000,  1.000000,  0.000000,  1.000000,  0.000000, -1.000000,  0.000000, -0.000020,  0.000028,  0.000000,  0.500000,  0.000000
 -0.000024,  0.000000,  1.000000,  0.000000,  1.000000,  0.000000, -1.000000,  0.000000, -0.000024,  0.000034,  0.000000,  0.500000,  0.000000
 -0.000029,  0.000000,  1.000000,  0.000000,  1.000000,  0.000000, -1.000000,  0.000000, -0.000029,  0.000042,  0.000000,  0.500000,  0.000000
 -0.000035,  0.000000,  1.000000,  0.000000,  1.000000,  0.000000, -1.000000,  0.000000, -0.000035,  0.000050,  0.000000,  0.500000,  0.000000
 -0.000042,  0.000000,  1.000000,  0.000000,  1.000000,  0.000000, -1.000000,  0.000000, -0.000042,  0.000059,  0.000000,  0.499999,  0.000000
 -0.000049,  0.000000,  1.000000,  0.000000,  1.000000,  0.000000, -1.000000,  0.000000, -0.000049,  0.000069,  0.000000,  0.499999,  0.000000
 -0.000057,  0.000000,  1.000000,  0.000000,  1.000000,  0.000000, -1.000000,  0.000000, -0.000057,  0.000081,  0.000000,  0.499999,  0.000000
