  0.523599, -0.750000,  0.000000,  0.000000, -0.700000,  0.700000, -1.570796,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.519411, -0.748496, -0.003370, -0.011402, -0.699512,  0.680000, -1.550796,  0.000000,  0.120098, -0.103424,  0.052210, -0.035536,  0.000000
  0.515411, -0.747039, -0.006581, -0.022528, -0.697732,  0.660000, -1.530796,  0.000008,  0.234860, -0.202137,  0.102124, -0.069401,  0.000000
  0.511586, -0.745623, -0.009644, -0.033379, -0.694689,  0.640000, -1.510796,  0.000033,  0.344735, -0.296344,  0.149996, -0.101605,  0.000000
  0.507925, -0.744242, -0.012567, -0.043957, -0.690398,  0.620000, -1.490796,  0.000083,  0.450150, -0.386241,  0.196064, -0.132155,  0.000000
  0.504416, -0.742892, -0.015357, -0.054263, -0.684868,  0.600000, -1.470796,  0.000083,  0.551511, -0.472017,  0.240555, -0.161061,  0.000000
  0.501051, -0.741566, -0.018023, -0.064300, -0.678103,  0.580000, -1.450796,  0.000083,  0.649200, -0.553846,  0.283682, -0.188328,  0.000000
  0.497817, -0.740259, -0.020572, -0.074070, -0.670102,  0.560000, -1.430796,  0.000083,  0.743581, -0.631892,  0.325651, -0.213963,  0.000000
  0.494707, -0.738966, -0.023009, -0.083576, -0.660855,  0.540000, -1.410796,  0.000083,  0.835003, -0.706312,  0.366659, -0.237967,  0.000000
  0.491711, -0.737681, -0.025343, -0.092820, -0.650348,  0.520000, -1.390796,  0.000083,  0.923805, -0.777254,  0.406895, -0.260345,  0.000000
  0.488821, -0.736398, -0.027579, -0.101804, -0.638554,  0.500000, -1.370796,  0.000083,  1.010311, -0.844858,  0.446547, -0.281093,  0.000000
  0.486028, -0.735112, -0.029722, -0.110530, -0.625442,  0.480000, -1.350796,  0.000083,  1.094840, -0.909255,  0.485795, -0.300210,  0.000000
  0.483324, -0.733818, -0.031779, -0.119001, -0.610965,  0.460000, -1.330796,  0.000083,  1.177700, -0.970570,  0.524818, -0.317688,  0.000000
  0.480700, -0.732510, -0.033754, -0.127218, -0.595068,  0.440000, -1.310796,  0.000083,  1.259198, -1.028921,  0.563794, -0.333517,  0.000000
  0.478151, -0.731182, -0.035653, -0.135183, -0.577679,  0.420000, -1.290796,  0.000083,  1.339635, -1.084420,  0.602900, -0.347684,  0.000000
  0.475667, -0.729828, -0.037481, -0.142897, -0.558710,  0.400000, -1.270796,  0.000083,  1.419311, -1.137174,  0.642312, -0.360176,  0.000000
  0.473242, -0.728442, -0.039242, -0.150362, -0.538710,  0.380000, -1.250796,  0.000083,  1.498523, -1.187284,  0.682209, -0.370970,  0.000000
  0.470869, -0.727016, -0.040940, -0.157581, -0.518710,  0.360000, -1.230796,  0.000083,  1.577600, -1.234752,  0.722819, -0.379970,  0.000000
  0.468543, -0.725538, -0.042576, -0.164555, -0.498710,  0.340000, -1.210796,  0.000083,  1.656919, -1.279492,  0.764430, -0.387004,  0.000000
  0.466258, -0.723995, -0.044149, -0.171289, -0.478710,  0.320000, -1.190796,  0.000083,  1.736902, -1.321386,  0.807374, -0.391859,  0.000000
  0.464008, -0.722371, -0.045661, -0.177784, -0.458710,  0.300000, -1.170796,  0.000083,  1.818036, -1.360273,  0.852039, -0.394276,  0.000000
