  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.000000,  0.000026, -0.000029,  0.000003,  0.000000, -0.000000
 -0.000000,  0.000077, -0.000086,  0.000009, -0.000000,  0.000000
 -0.000000,  0.000154, -0.000172,  0.000018, -0.000000,  0.000000
 -0.000000,  0.000257, -0.000287,  0.000030, -0.000000,  0.000000
 -0.000000,  0.000386, -0.000431,  0.000045, -0.000000,  0.000000
 -0.000000,  0.000540, -0.000603,  0.000063, -0.000000,  0.000000
 -0.000000,  0.000720, -0.000805,  0.000084, -0.000000,  0.000000
 -0.000000,  0.000926, -0.001035,  0.000108, -0.000000,  0.000000
 -0.000000,  0.001158, -0.001293,  0.000136, -0.000000,  0.000000
 -0.000000,  0.001415, -0.001581,  0.000166, -0.000000,  0.000000
 -0.000000,  0.001698, -0.001897,  0.000199, -0.000000,  0.000000
 -0.000000,  0.002006, -0.002241,  0.000235, -0.000000,  0.000000
 -0.000000,  0.002341, -0.002615,  0.000274, -0.000000,  0.000000
 -0.000000,  0.002701, -0.003017,  0.000316, -0.000000,  0.000000
 -0.000000,  0.003087, -0.003448,  0.000361, -0.000000,  0.000000
 -0.000001,  0.003498, -0.003908,  0.000410, -0.000001,  0.000000
 -0.000001,  0.003936, -0.004397,  0.000461, -0.000001,  0.000000
 -0.000001,  0.004399, -0.004914,  0.000515, -0.000001,  0.000000
 -0.000001,  0.004887, -0.005460,  0.000572, -0.000001,  0.000000
 -0.000001,  0.005402, -0.006035,  0.000632, -0.000001,  0.000000
 -0.000002,  0.005942, -0.006638,  0.000695, -0.000002,  0.000001
 -0.000002,  0.006508, -0.007270,  0.000762, -0.000002,  0.000001
 -0.000002,  0.007100, -0.007931,  0.000831, -0.000002,  0.000001
 -0.000003,  0.007717, -0.008621,  0.000903, -0.000003,  0.000001
 -0.000003,  0.008360, -0.009339,  0.000978, -0.000003,  0.000001
 -0.000004,  0.009029, -0.010086,  0.001056, -0.000004,  0.000001
 -0.000004,  0.009723, -0.010862,  0.001137, -0.000004,  0.000001
 -0.000005,  0.010444, -0.011667,  0.001221, -0.000005,  0.000002
 -0.000006,  0.011190, -0.012500,  0.001308, -0.000006,  0.000002
 -0.000006,  0.011961, -0.013362,  0.001398, -0.000006,  0.000002
 -0.000007,  0.012759, -0.014252,  0.001491, -0.000007,  0.000002
 -0.000008,  0.013582, -0.015172,  0.001587, -0.000008,  0.000003
 -0.000010,  0.014430, -0.016120,  0.001686, -0.000010,  0.000003
 -0.000011,  0.015305, -0.017096,  0.001788, -0.000011,  0.000004
 -0.000012,  0.016205, -0.018102,  0.001893, -0.000012,  0.000004
 -0.000014,  0.017131, -0.019136,  0.002000, -0.000014,  0.000005
 -0.000015,  0.018083, -0.020199,  0.002111, -0.000015,  0.000005
 -0.000017,  0.019060, -0.021290,  0.002224, -0.000017,  0.000006
 -0.000019,  0.020063, -0.022410,  0.002341, -0.000019,  0.000006
 -0.000021,  0.021092, -0.023559,  0.002460, -0.000021,  0.000007
 -0.000023,  0.022146, -0.024736,  0.002582, -0.000023,  0.000008
 -0.000025,  0.023226, -0.025942,  0.002707, -0.000025,  0.000008
 -0.000028,  0.024332, -0.027177,  0.002835, -0.000028,  0.000009
 -0.000030,  0.025464, -0.028440,  0.002966, -0.000030,  0.000010
 -0.000033,  0.026621, -0.029732,  0.003100, -0.000033,  0.000011
 -0.000036,  0.027803, -0.031052,  0.003236, -0.000036,  0.000012
 -0.000039,  0.029012, -0.032401,  0.003376, -0.000039,  0.000013
 -0.000043,  0.030246, -0.033778,  0.003518, -0.000043,  0.000014
 -0.000047,  0.031506, -0.035184,  0.003663, -0.000047,  0.000016
 -0.000051,  0.032791, -0.036619,  0.003810, -0.000051,  0.000017
 -0.000055,  0.034102, -0.038082,  0.003961, -0.000055,  0.000018
 -0.000059,  0.035439, -0.039573,  0.004114, -0.000059,  0.000020
 -0.000064,  0.036802, -0.041093,  0.004270, -0.000064,  0.000021
 -0.000069,  0.038190, -0.042641,  0.004429, -0.000069,  0.000023
 -0.000074,  0.039603, -0.044218,  0.004590, -0.000074,  0.000025
 -0.000080,  0.041042, -0.045823,  0.004754, -0.000080,  0.000027
 -0.000086,  0.042507, -0.047457,  0.004921, -0.000086,  0.000029
 -0.000092,  0.043998, -0.049118,  0.005090, -0.000092,  0.000031
 -0.000098,  0.045514, -0.050808,  0.005262, -0.000098,  0.000033
 -0.000105,  0.047055, -0.052526,  0.005436, -0.000105,  0.000035
 -0.000112,  0.048622, -0.054273,  0.005613, -0.000112,  0.000038
 -0.000120,  0.050215, -0.056048,  0.005792, -0.000120,  0.000040
 -0.000128,  0.051833, -0.057850,  0.005974, -0.000128,  0.000043
 -0.000136,  0.053477, -0.059681,  0.006159, -0.000136,  0.000046
 -0.000145,  0.055146, -0.061540,  0.006345, -0.000145,  0.000049
 -0.000154,  0.056841, -0.063427,  0.006534, -0.000154,  0.000052
 -0.000164,  0.058561, -0.065342,  0.006726, -0.000164,  0.000055
 -0.000174,  0.060307, -0.067285,  0.006920, -0.000174,  0.000058
 -0.000184,  0.062078, -0.069256,  0.007116, -0.000184,  0.000062
 -0.000195,  0.063875, -0.071254,  0.007314, -0.000195,  0.000065
 -0.000207,  0.065697, -0.073281,  0.007515, -0.000207,  0.000069
 -0.000218,  0.067544, -0.075335,  0.007717, -0.000218,  0.000073
 -0.000231,  0.069417, -0.077417,  0.007922, -0.000231,  0.000077
 -0.000244,  0.071316, -0.079526,  0.008129, -0.000244,  0.000082
 -0.000257,  0.073239, -0.081663,  0.008338, -0.000257,  0.000086
 -0.000271,  0.075188, -0.083827,  0.008548, -0.000271,  0.000091
 -0.000286,  0.077162, -0.086019,  0.008761, -0.000286,  0.000096
 -0.000301,  0.079162, -0.088238,  0.008976, -0.000301,  0.000101
 -0.000317,  0.081187, -0.090484,  0.009192, -0.000317,  0.000106
 -0.000333,  0.083237, -0.092758,  0.009410, -0.000333,  0.000111
 -0.000350,  0.085312, -0.095058,  0.009630, -0.000350,  0.000117
 -0.000368,  0.087412, -0.097386,  0.009851, -0.000368,  0.000123
 -0.000386,  0.089538, -0.099741,  0.010074, -0.000386,  0.000129
 -0.000405,  0.091688, -0.102122,  0.010298, -0.000405,  0.000135
 -0.000425,  0.093864, -0.104530,  0.010524, -0.000425,  0.000142
 -0.000445,  0.096065, -0.106965,  0.010751, -0.000445,  0.000149
 -0.000466,  0.098291, -0.109427,  0.010980, -0.000466,  0.000156
 -0.000488,  0.100542, -0.111915,  0.011209, -0.000488,  0.000163
 -0.000510,  0.102818, -0.114429,  0.011440, -0.000510,  0.000171
 -0.000534,  0.105119, -0.116969,  0.011672, -0.000534,  0.000178
 -0.000558,  0.107445, -0.119536,  0.011905, -0.000558,  0.000186
 -0.000583,  0.109796, -0.122129,  0.012138, -0.000583,  0.000195
 -0.000609,  0.112171, -0.124747,  0.012373, -0.000609,  0.000203
 -0.000635,  0.114572, -0.127392,  0.012608, -0.000635,  0.000212
 -0.000663,  0.116997, -0.130062,  0.012844, -0.000663,  0.000221
 -0.000691,  0.119447, -0.132757,  0.013080, -0.000691,  0.000231
 -0.000720,  0.121921, -0.135478,  0.013317, -0.000720,  0.000240
 -0.000750,  0.124421, -0.138225,  0.013554, -0.000750,  0.000250
 -0.000781,  0.126945, -0.140996,  0.013791, -0.000781,  0.000261
 -0.000813,  0.129493, -0.143792,  0.014028, -0.000813,  0.000271
 -0.000846,  0.132066, -0.146614,  0.014266, -0.000846,  0.000282
 -0.000880,  0.134663, -0.149460,  0.014503, -0.000880,  0.000293
 -0.000915,  0.137285, -0.152330,  0.014740, -0.000915,  0.000305
 -0.000951,  0.139931, -0.155225,  0.014977, -0.000951,  0.000317
 -0.000988,  0.142602, -0.158144,  0.015213, -0.000988,  0.000329
 -0.001026,  0.145297, -0.161087,  0.015449, -0.001026,  0.000342
 -0.001065,  0.148016, -0.164054,  0.015684, -0.001065,  0.000355
 -0.001106,  0.150759, -0.167045,  0.015918, -0.001106,  0.000368
 -0.001147,  0.153526, -0.170059,  0.016151, -0.001147,  0.000382
 -0.001190,  0.156317, -0.173096,  0.016383, -0.001190,  0.000396
 -0.001233,  0.159133, -0.176157,  0.016614, -0.001233,  0.000410
 -0.001278,  0.161972, -0.179240,  0.016844, -0.001278,  0.000425
 -0.001324,  0.164835, -0.182347,  0.017072, -0.001324,  0.000440
 -0.001372,  0.167722, -0.185475,  0.017298, -0.001372,  0.000456
 -0.001420,  0.170633, -0.188627,  0.017522, -0.001420,  0.000471
 -0.001470,  0.173567, -0.191800,  0.017745, -0.001470,  0.000488
 -0.001521,  0.176525, -0.194995,  0.017965, -0.001521,  0.000505
 -0.001574,  0.179507, -0.198212,  0.018184, -0.001574,  0.000522
 -0.001628,  0.182512, -0.201450,  0.018399, -0.001628,  0.000539
 -0.001683,  0.185540, -0.204710,  0.018612, -0.001683,  0.000558
 -0.001739,  0.188592, -0.207990,  0.018823, -0.001739,  0.000576
 -0.001797,  0.191667, -0.211292,  0.019030, -0.001797,  0.000595
 -0.001857,  0.194765, -0.214614,  0.019235, -0.001857,  0.000614
 -0.001917,  0.197886, -0.217956,  0.019435, -0.001917,  0.000634
 -0.001980,  0.201030, -0.221318,  0.019633, -0.001980,  0.000654
 -0.002043,  0.204198, -0.224700,  0.019827, -0.002043,  0.000675
 -0.002109,  0.207388, -0.228101,  0.020017, -0.002109,  0.000696
 -0.002175,  0.210601, -0.231522,  0.020203, -0.002175,  0.000718
 -0.002244,  0.213836, -0.234961,  0.020384, -0.002244,  0.000740
 -0.002314,  0.217095, -0.238419,  0.020562, -0.002314,  0.000763
 -0.002385,  0.220375, -0.241896,  0.020734, -0.002385,  0.000786
 -0.002458,  0.223679, -0.245391,  0.020902, -0.002458,  0.000810
 -0.002533,  0.227004, -0.248903,  0.021065, -0.002533,  0.000834
 -0.002609,  0.230352, -0.252433,  0.021222, -0.002609,  0.000859
 -0.002687,  0.233722, -0.255981,  0.021374, -0.002687,  0.000884
 -0.002767,  0.237114, -0.259545,  0.021521, -0.002767,  0.000910
 -0.002849,  0.240528, -0.263126,  0.021661, -0.002849,  0.000936
 -0.002932,  0.243964, -0.266723,  0.021796, -0.002932,  0.000963
 -0.003017,  0.247422, -0.270336,  0.021924, -0.003017,  0.000990
 -0.003104,  0.250902, -0.273965,  0.022045, -0.003104,  0.001018
 -0.003193,  0.254403, -0.277609,  0.022160, -0.003193,  0.001047
 -0.003284,  0.257926, -0.281268,  0.022267, -0.003284,  0.001076
 -0.003376,  0.261470, -0.284942,  0.022367, -0.003376,  0.001105
 -0.003471,  0.265035, -0.288630,  0.022460, -0.003471,  0.001135
 -0.003567,  0.268621, -0.292333,  0.022545, -0.003567,  0.001166
 -0.003665,  0.272229, -0.296048,  0.022622, -0.003665,  0.001198
 -0.003766,  0.275858, -0.299778,  0.022691, -0.003766,  0.001229
 -0.003868,  0.279507, -0.303520,  0.022751, -0.003868,  0.001262
 -0.003972,  0.283177, -0.307275,  0.022802, -0.003972,  0.001295
 -0.004079,  0.286868, -0.311041,  0.022844, -0.004079,  0.001329
 -0.004187,  0.290580, -0.314820,  0.022877, -0.004187,  0.001363
 -0.004298,  0.294312, -0.318611,  0.022901, -0.004298,  0.001398
 -0.004411,  0.298064, -0.322412,  0.022915, -0.004411,  0.001434
 -0.004525,  0.301836, -0.326224,  0.022918, -0.004525,  0.001470
 -0.004643,  0.305629, -0.330047,  0.022911, -0.004643,  0.001507
 -0.004762,  0.309441, -0.333879,  0.022894, -0.004762,  0.001544
 -0.004883,  0.313273, -0.337721,  0.022866, -0.004883,  0.001582
 -0.005007,  0.317125, -0.341573,  0.022826, -0.005007,  0.001621
 -0.005133,  0.320997, -0.345433,  0.022775, -0.005133,  0.001660
